,County Code, County Name, District Code, District Name, School Code, School Name, Princ. Title, Princ. First Name, Princ. Last Name, Princ. Title 2, Princ. Email, Address1, Address2, City, State, Zip, Mailing Address1, Mailing Address2, Mailing City, Mailing State, Mailing Zip, HIB Title1, HIB First Nname, HIB Last Name, HIB Title2, Homeless Liaison Title1, Homeless Liaison First Name, Homeless Liaison Last Name, Homeless Liaison Title2, Phone, Pre-K, Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12, Post Grad., Adult Ed.
866,13,ESSEX,3310,Montclair Public Schools,170,Watchung Elementary School,Mr,Joseph,Schmidt,School Principal,jschmidt@montclair.k12.nj.us,14 GARDEN ST, ,MONTCLAIR,NJ,07042-4116,14 GARDEN ST,,MONTCLAIR,NJ,07042-4116,Ms,Danielle,Schragen,Anti-Bullying Specialist,,,,,(973)509-4259,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
867,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,170,ABINGTON AVENUE SCHOOL,Ms,Nelson,Ruiz,Principal,nruiz@nps.k12.nj.us,209 ABINGTON AVE, ,NEWARK,NJ,07107-2507,209 ABINGTON AVE,,NEWARK,NJ,07107-2507,Ms,Danelle,Degaeta,Anti-Bullying Specialist,,,,,(973)268-5230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
868,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,170,ABINGTON AVENUE SCHOOL,Ms,Nelson,Ruiz,Principal,nruiz@nps.k12.nj.us,209 ABINGTON AVE, ,NEWARK,NJ,07107-2507,209 ABINGTON AVE,,NEWARK,NJ,07107-2507,Ms,Danelle,Degaeta,Anti-Bullying Specialist,,,,,(973)268-5230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
869,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,170,ABINGTON AVENUE SCHOOL,Ms,Nelson,Ruiz,Principal,nruiz@nps.k12.nj.us,209 ABINGTON AVE, ,NEWARK,NJ,07107-2507,209 ABINGTON AVE,,NEWARK,NJ,07107-2507,Ms,Danelle,Degaeta,Anti-Bullying Specialist,,,,,(973)268-5230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
870,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,170,ABINGTON AVENUE SCHOOL,Ms,Nelson,Ruiz,Principal,nruiz@nps.k12.nj.us,209 ABINGTON AVE, ,NEWARK,NJ,07107-2507,209 ABINGTON AVE,,NEWARK,NJ,07107-2507,Ms,Danelle,Degaeta,Anti-Bullying Specialist,,,,,(973)268-5230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
871,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,200,ANN STREET SCHOOL,Ms,Linda,Richardson,Principal,lrichardson@nps.k12.nj.us,30 ANN ST, ,NEWARK,NJ,07105-3108,30 ANN ST,,NEWARK,NJ,07105-3108,Ms,Alicia,White,Anti-Bullying Specialist,,,,,(973)465-4890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
872,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,200,ANN STREET SCHOOL,Ms,Linda,Richardson,Principal,lrichardson@nps.k12.nj.us,30 ANN ST, ,NEWARK,NJ,07105-3108,30 ANN ST,,NEWARK,NJ,07105-3108,Ms,Alicia,White,Anti-Bullying Specialist,,,,,(973)465-4890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
873,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,200,ANN STREET SCHOOL,Ms,Linda,Richardson,Principal,lrichardson@nps.k12.nj.us,30 ANN ST, ,NEWARK,NJ,07105-3108,30 ANN ST,,NEWARK,NJ,07105-3108,Ms,Alicia,White,Anti-Bullying Specialist,,,,,(973)465-4890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
874,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,200,ANN STREET SCHOOL,Ms,Linda,Richardson,Principal,lrichardson@nps.k12.nj.us,30 ANN ST, ,NEWARK,NJ,07105-3108,30 ANN ST,,NEWARK,NJ,07105-3108,Ms,Alicia,White,Anti-Bullying Specialist,,,,,(973)465-4890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
875,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,10,ARTS HIGH SCHOOL,Ms,Lynn,Irby-Jackson,Principal,lijackson@nps.k12.nj.us,550 M  L  KING BLVD, ,NEWARK,NJ,07102-1214,550 M  L  KING BLVD,,NEWARK,NJ,07102-1214,Mrs,Tameka,Greene-foote,Anti-Bullying Specialist,,,,,(973)733-7391,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
876,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,10,ARTS HIGH SCHOOL,Ms,Lynn,Irby-Jackson,Principal,lijackson@nps.k12.nj.us,550 M  L  KING BLVD, ,NEWARK,NJ,07102-1214,550 M  L  KING BLVD,,NEWARK,NJ,07102-1214,Mrs,Tameka,Greene-foote,Anti-Bullying Specialist,,,,,(973)733-7391,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
877,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,10,ARTS HIGH SCHOOL,Ms,Lynn,Irby-Jackson,Principal,lijackson@nps.k12.nj.us,550 M  L  KING BLVD, ,NEWARK,NJ,07102-1214,550 M  L  KING BLVD,,NEWARK,NJ,07102-1214,Mrs,Tameka,Greene-foote,Anti-Bullying Specialist,,,,,(973)733-7391,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
878,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,10,ARTS HIGH SCHOOL,Ms,Lynn,Irby-Jackson,Principal,lijackson@nps.k12.nj.us,550 M  L  KING BLVD, ,NEWARK,NJ,07102-1214,550 M  L  KING BLVD,,NEWARK,NJ,07102-1214,Mrs,Tameka,Greene-foote,Anti-Bullying Specialist,,,,,(973)733-7391,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
879,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,220,AVON AVENUE SCHOOL,Ms,Charity,Haygood,Principal,chaygood@nps.k12.nj.us,219 AVON AVE, ,NEWARK,NJ,07108-2801,219 AVON AVE,,NEWARK,NJ,07108-2801,Ms,Glenda,Capers,Anti-Bullying Specialist,,,,,(973)733-6750,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
880,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,220,AVON AVENUE SCHOOL,Ms,Charity,Haygood,Principal,chaygood@nps.k12.nj.us,219 AVON AVE, ,NEWARK,NJ,07108-2801,219 AVON AVE,,NEWARK,NJ,07108-2801,Ms,Glenda,Capers,Anti-Bullying Specialist,,,,,(973)733-6750,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
881,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,220,AVON AVENUE SCHOOL,Ms,Charity,Haygood,Principal,chaygood@nps.k12.nj.us,219 AVON AVE, ,NEWARK,NJ,07108-2801,219 AVON AVE,,NEWARK,NJ,07108-2801,Ms,Glenda,Capers,Anti-Bullying Specialist,,,,,(973)733-6750,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
882,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,220,AVON AVENUE SCHOOL,Ms,Charity,Haygood,Principal,chaygood@nps.k12.nj.us,219 AVON AVE, ,NEWARK,NJ,07108-2801,219 AVON AVE,,NEWARK,NJ,07108-2801,Ms,Glenda,Capers,Anti-Bullying Specialist,,,,,(973)733-6750,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
883,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,87,American History High School,Mr,Robert,Gregory,Principal,rgregory@nps.k12.nj.us,74 Montgomery St, ,NEWARK,NJ,07103,74 Montgomery St,,NEWARK,NJ,07103,Mr,Nicholas,Mazzola,Anti-Bullying Specialist,,,,,(973)733-7333,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
884,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,87,American History High School,Mr,Robert,Gregory,Principal,rgregory@nps.k12.nj.us,74 Montgomery St, ,NEWARK,NJ,07103,74 Montgomery St,,NEWARK,NJ,07103,Mr,Nicholas,Mazzola,Anti-Bullying Specialist,,,,,(973)733-7333,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
885,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,87,American History High School,Mr,Robert,Gregory,Principal,rgregory@nps.k12.nj.us,74 Montgomery St, ,NEWARK,NJ,07103,74 Montgomery St,,NEWARK,NJ,07103,Mr,Nicholas,Mazzola,Anti-Bullying Specialist,,,,,(973)733-7333,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
886,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,87,American History High School,Mr,Robert,Gregory,Principal,rgregory@nps.k12.nj.us,74 Montgomery St, ,NEWARK,NJ,07103,74 Montgomery St,,NEWARK,NJ,07103,Mr,Nicholas,Mazzola,Anti-Bullying Specialist,,,,,(973)733-7333,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
887,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,304,BARD EARLY COLLEGE HIGH SCHOOL,Mr,John,Weinstein,Principal,jweinstein@nps.k12.nj.us,321 BERGEN STREET, ,NEWARK,NJ,07103,321 BERGEN STREET,,NEWARK,NJ,07103,Mr,Cory,Wegesa,Anti-Bullying Specialist,,,,,(212)995-8479,,,,,,,,,,,1.0,1.0,1.0,1.0,,
888,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,304,BARD EARLY COLLEGE HIGH SCHOOL,Mr,John,Weinstein,Principal,jweinstein@nps.k12.nj.us,321 BERGEN STREET, ,NEWARK,NJ,07103,321 BERGEN STREET,,NEWARK,NJ,07103,Mr,Cory,Wegesa,Anti-Bullying Specialist,,,,,(212)995-8479,,,,,,,,,,,1.0,1.0,1.0,1.0,,
889,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,304,BARD EARLY COLLEGE HIGH SCHOOL,Mr,John,Weinstein,Principal,jweinstein@nps.k12.nj.us,321 BERGEN STREET, ,NEWARK,NJ,07103,321 BERGEN STREET,,NEWARK,NJ,07103,Mr,Cory,Wegesa,Anti-Bullying Specialist,,,,,(212)995-8479,,,,,,,,,,,1.0,1.0,1.0,1.0,,
890,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,304,BARD EARLY COLLEGE HIGH SCHOOL,Mr,John,Weinstein,Principal,jweinstein@nps.k12.nj.us,321 BERGEN STREET, ,NEWARK,NJ,07103,321 BERGEN STREET,,NEWARK,NJ,07103,Mr,Cory,Wegesa,Anti-Bullying Specialist,,,,,(212)995-8479,,,,,,,,,,,1.0,1.0,1.0,1.0,,
891,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,20,BARRINGER ARTS HIGH SCHOOL,,,,,,90 PARKER ST, ,NEWARK,NJ,07104-1028,90 PARKER ST,,NEWARK,NJ,07104-1028,,Leigh,Garwin,Anti-Bullying Specialist,,,,,(973)268-5125,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
892,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,20,BARRINGER ARTS HIGH SCHOOL,,,,,,90 PARKER ST, ,NEWARK,NJ,07104-1028,90 PARKER ST,,NEWARK,NJ,07104-1028,,Leigh,Garwin,Anti-Bullying Specialist,,,,,(973)268-5125,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
893,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,20,BARRINGER ARTS HIGH SCHOOL,,,,,,90 PARKER ST, ,NEWARK,NJ,07104-1028,90 PARKER ST,,NEWARK,NJ,07104-1028,,Leigh,Garwin,Anti-Bullying Specialist,,,,,(973)268-5125,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
894,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,20,BARRINGER ARTS HIGH SCHOOL,,,,,,90 PARKER ST, ,NEWARK,NJ,07104-1028,90 PARKER ST,,NEWARK,NJ,07104-1028,,Leigh,Garwin,Anti-Bullying Specialist,,,,,(973)268-5125,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
895,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,225,BELMONT RUNYON ELEMENTARY SCHOOL,Mr,Shawn,Oxendine-Walter,Principal,sowalter@nps.k12.nj.us,1 BELMONT RUNYON WAY, ,NEWARK,NJ,07108-2406,1 BELMONT RUNYON WAY,,NEWARK,NJ,07108-2406,Ms,Linda,Bacon,Anti-Bullying Specialist,,,,,(973)733-6920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
896,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,225,BELMONT RUNYON ELEMENTARY SCHOOL,Mr,Shawn,Oxendine-Walter,Principal,sowalter@nps.k12.nj.us,1 BELMONT RUNYON WAY, ,NEWARK,NJ,07108-2406,1 BELMONT RUNYON WAY,,NEWARK,NJ,07108-2406,Ms,Linda,Bacon,Anti-Bullying Specialist,,,,,(973)733-6920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
897,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,225,BELMONT RUNYON ELEMENTARY SCHOOL,Mr,Shawn,Oxendine-Walter,Principal,sowalter@nps.k12.nj.us,1 BELMONT RUNYON WAY, ,NEWARK,NJ,07108-2406,1 BELMONT RUNYON WAY,,NEWARK,NJ,07108-2406,Ms,Linda,Bacon,Anti-Bullying Specialist,,,,,(973)733-6920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
898,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,225,BELMONT RUNYON ELEMENTARY SCHOOL,Mr,Shawn,Oxendine-Walter,Principal,sowalter@nps.k12.nj.us,1 BELMONT RUNYON WAY, ,NEWARK,NJ,07108-2406,1 BELMONT RUNYON WAY,,NEWARK,NJ,07108-2406,Ms,Linda,Bacon,Anti-Bullying Specialist,,,,,(973)733-6920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
899,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,Ms,Marisol,Diaz,Principal,mdiaz@nps.k12.nj.us,42 PARK AVE, ,NEWARK,NJ,07104-1044,42 PARK AVE,,NEWARK,NJ,07104-1044,Ms,Elisa,Parr,Anti-Bullying Specialist,,,,,(973)268-5250,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
900,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,Ms,Marisol,Diaz,Principal,mdiaz@nps.k12.nj.us,42 PARK AVE, ,NEWARK,NJ,07104-1044,42 PARK AVE,,NEWARK,NJ,07104-1044,Ms,Elisa,Parr,Anti-Bullying Specialist,,,,,(973)268-5250,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
901,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,Ms,Marisol,Diaz,Principal,mdiaz@nps.k12.nj.us,42 PARK AVE, ,NEWARK,NJ,07104-1044,42 PARK AVE,,NEWARK,NJ,07104-1044,Ms,Elisa,Parr,Anti-Bullying Specialist,,,,,(973)268-5250,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
902,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,Ms,Marisol,Diaz,Principal,mdiaz@nps.k12.nj.us,42 PARK AVE, ,NEWARK,NJ,07104-1044,42 PARK AVE,,NEWARK,NJ,07104-1044,Ms,Elisa,Parr,Anti-Bullying Specialist,,,,,(973)268-5250,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
903,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,270,BRANCH BROOK SCHOOL,Mr,Joseph,Cullen,Principal,jcullen@nps.k12.nj.us,228 RIDGE ST, ,NEWARK,NJ,07104-1204,228 RIDGE ST,,NEWARK,NJ,07104-1204,Dr,Dennis,Lascala,Anti-Bullying Specialist,,,,,(973)268-5220,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
904,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,270,BRANCH BROOK SCHOOL,Mr,Joseph,Cullen,Principal,jcullen@nps.k12.nj.us,228 RIDGE ST, ,NEWARK,NJ,07104-1204,228 RIDGE ST,,NEWARK,NJ,07104-1204,Dr,Dennis,Lascala,Anti-Bullying Specialist,,,,,(973)268-5220,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
905,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,270,BRANCH BROOK SCHOOL,Mr,Joseph,Cullen,Principal,jcullen@nps.k12.nj.us,228 RIDGE ST, ,NEWARK,NJ,07104-1204,228 RIDGE ST,,NEWARK,NJ,07104-1204,Dr,Dennis,Lascala,Anti-Bullying Specialist,,,,,(973)268-5220,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
906,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,270,BRANCH BROOK SCHOOL,Mr,Joseph,Cullen,Principal,jcullen@nps.k12.nj.us,228 RIDGE ST, ,NEWARK,NJ,07104-1204,228 RIDGE ST,,NEWARK,NJ,07104-1204,Dr,Dennis,Lascala,Anti-Bullying Specialist,,,,,(973)268-5220,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
907,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,290,BRUCE STREET SCHOOL FOR THE DEAF,Mr,Roger,Leon,Vacant,rleon@nps.k12.nj.us,333 CLINTON PL, ,NEWARK,NJ,07112-1563,333 CLINTON PL,,NEWARK,NJ,07112-1563,Mr,Robert,Braxron,Anti-Bullying Specialist,,,,,(973)705-3951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
908,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,290,BRUCE STREET SCHOOL FOR THE DEAF,Mr,Roger,Leon,Vacant,rleon@nps.k12.nj.us,333 CLINTON PL, ,NEWARK,NJ,07112-1563,333 CLINTON PL,,NEWARK,NJ,07112-1563,Mr,Robert,Braxron,Anti-Bullying Specialist,,,,,(973)705-3951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
909,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,290,BRUCE STREET SCHOOL FOR THE DEAF,Mr,Roger,Leon,Vacant,rleon@nps.k12.nj.us,333 CLINTON PL, ,NEWARK,NJ,07112-1563,333 CLINTON PL,,NEWARK,NJ,07112-1563,Mr,Robert,Braxron,Anti-Bullying Specialist,,,,,(973)705-3951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
910,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,290,BRUCE STREET SCHOOL FOR THE DEAF,Mr,Roger,Leon,Vacant,rleon@nps.k12.nj.us,333 CLINTON PL, ,NEWARK,NJ,07112-1563,333 CLINTON PL,,NEWARK,NJ,07112-1563,Mr,Robert,Braxron,Anti-Bullying Specialist,,,,,(973)705-3951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
911,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,310,CAMDEN STREET ELEMENTARY SCHOOL,Ms,Samuel,Garrison,Principal,sgarrison@nps.k12.nj.us,281 CAMDEN ST, ,NEWARK,NJ,07103-2635,281 CAMDEN ST,,NEWARK,NJ,07103-2635,Ms,Charmaine,Rudd,Anti-Bullying Specialist,,,,,(973)733-6994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
912,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,310,CAMDEN STREET ELEMENTARY SCHOOL,Ms,Samuel,Garrison,Principal,sgarrison@nps.k12.nj.us,281 CAMDEN ST, ,NEWARK,NJ,07103-2635,281 CAMDEN ST,,NEWARK,NJ,07103-2635,Ms,Charmaine,Rudd,Anti-Bullying Specialist,,,,,(973)733-6994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
913,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,310,CAMDEN STREET ELEMENTARY SCHOOL,Ms,Samuel,Garrison,Principal,sgarrison@nps.k12.nj.us,281 CAMDEN ST, ,NEWARK,NJ,07103-2635,281 CAMDEN ST,,NEWARK,NJ,07103-2635,Ms,Charmaine,Rudd,Anti-Bullying Specialist,,,,,(973)733-6994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
914,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,310,CAMDEN STREET ELEMENTARY SCHOOL,Ms,Samuel,Garrison,Principal,sgarrison@nps.k12.nj.us,281 CAMDEN ST, ,NEWARK,NJ,07103-2635,281 CAMDEN ST,,NEWARK,NJ,07103-2635,Ms,Charmaine,Rudd,Anti-Bullying Specialist,,,,,(973)733-6994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
915,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,30,CENTRAL HIGH SCHOOL,Ms,Sharnee,Brown,Principal,s2brown@nps.k12.nj.us,250 18TH AVENUE, ,NEWARK,NJ,07103,250 18TH AVENUE,,NEWARK,NJ,07103,Mr,Kyle,Thomas,Anti-Bullying Specialist,,,,,(973)733-6378,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
916,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,30,CENTRAL HIGH SCHOOL,Ms,Sharnee,Brown,Principal,s2brown@nps.k12.nj.us,250 18TH AVENUE, ,NEWARK,NJ,07103,250 18TH AVENUE,,NEWARK,NJ,07103,Mr,Kyle,Thomas,Anti-Bullying Specialist,,,,,(973)733-6378,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
917,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,30,CENTRAL HIGH SCHOOL,Ms,Sharnee,Brown,Principal,s2brown@nps.k12.nj.us,250 18TH AVENUE, ,NEWARK,NJ,07103,250 18TH AVENUE,,NEWARK,NJ,07103,Mr,Kyle,Thomas,Anti-Bullying Specialist,,,,,(973)733-6378,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
918,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,30,CENTRAL HIGH SCHOOL,Ms,Sharnee,Brown,Principal,s2brown@nps.k12.nj.us,250 18TH AVENUE, ,NEWARK,NJ,07103,250 18TH AVENUE,,NEWARK,NJ,07103,Mr,Kyle,Thomas,Anti-Bullying Specialist,,,,,(973)733-6378,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
919,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,330,CHANCELLOR AVENUE SCHOOL,Mr,Jose,Fuentes,Principal,jfuentes@nps.k12.nj.us,321 CHANCELLOR AVE, ,NEWARK,NJ,07112-1201,321 CHANCELLOR AVE,,NEWARK,NJ,07112-1201,Ms,Jessica,Westefeld,Anti-Bullying Specialist,,,,,(973)705-3870,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
920,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,330,CHANCELLOR AVENUE SCHOOL,Mr,Jose,Fuentes,Principal,jfuentes@nps.k12.nj.us,321 CHANCELLOR AVE, ,NEWARK,NJ,07112-1201,321 CHANCELLOR AVE,,NEWARK,NJ,07112-1201,Ms,Jessica,Westefeld,Anti-Bullying Specialist,,,,,(973)705-3870,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
921,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,330,CHANCELLOR AVENUE SCHOOL,Mr,Jose,Fuentes,Principal,jfuentes@nps.k12.nj.us,321 CHANCELLOR AVE, ,NEWARK,NJ,07112-1201,321 CHANCELLOR AVE,,NEWARK,NJ,07112-1201,Ms,Jessica,Westefeld,Anti-Bullying Specialist,,,,,(973)705-3870,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
922,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,330,CHANCELLOR AVENUE SCHOOL,Mr,Jose,Fuentes,Principal,jfuentes@nps.k12.nj.us,321 CHANCELLOR AVE, ,NEWARK,NJ,07112-1201,321 CHANCELLOR AVE,,NEWARK,NJ,07112-1201,Ms,Jessica,Westefeld,Anti-Bullying Specialist,,,,,(973)705-3870,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
923,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,350,CLEVELAND Eighteenth Avenue School,Ms,Barbara,Ervin,Principal,Bervin@nps.k12.nj.us,388 BERGEN ST, ,NEWARK,NJ,07103-2232,388 BERGEN ST,,NEWARK,NJ,07103-2232,Ms,Kimberly,Myott,Anti-Bullying Specialist,,,,,(973)733-6944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
924,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,350,CLEVELAND Eighteenth Avenue School,Ms,Barbara,Ervin,Principal,Bervin@nps.k12.nj.us,388 BERGEN ST, ,NEWARK,NJ,07103-2232,388 BERGEN ST,,NEWARK,NJ,07103-2232,Ms,Kimberly,Myott,Anti-Bullying Specialist,,,,,(973)733-6944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
925,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,350,CLEVELAND Eighteenth Avenue School,Ms,Barbara,Ervin,Principal,Bervin@nps.k12.nj.us,388 BERGEN ST, ,NEWARK,NJ,07103-2232,388 BERGEN ST,,NEWARK,NJ,07103-2232,Ms,Kimberly,Myott,Anti-Bullying Specialist,,,,,(973)733-6944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
926,13,ESSEX,3570,NEWARK PUBLIC SCHOOL DISTRICT,350,CLEVELAND Eighteenth Avenue School,Ms,Barbara,Ervin,Principal,Bervin@nps.k12.nj.us,388 BERGEN ST, ,NEWARK,NJ,07103-2232,388 BERGEN ST,,NEWARK,NJ,07103-2232,Ms,Kimberly,Myott,Anti-Bullying Specialist,,,,,(973)733-6944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
