COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,2014 Adjusted Cohort Grad Rate,2013 Adjusted Cohort Grad Rate,2012 Adjusted Cohort Grad Rate,2011 Adjusted Cohort Grad Rate
13,ESSEX,1210,EAST ORANGE,150,CICELY L. TYSON COMMUNITY MIDDLE/HIGH SCHOOL,S,94.12%,92.93%,95.35%,96.51%
13,ESSEX,1210,EAST ORANGE,999,Districtwide Total,D,71.87%,69.90%,70.79%,64.08%
13,ESSEX,1390,ESSEX CO VOC-TECH,020,BLOOMFIELD TECH,S,99.21%,99.02%,98.20%,96.23%
13,ESSEX,1390,ESSEX CO VOC-TECH,050,NORTH 13TH ST TECH,S,95.97%,96.64%,93.20%,89.31%
13,ESSEX,1390,ESSEX CO VOC-TECH,070,NEWARK TECH,S,95.65%,94.12%,96.13%,93.57%
13,ESSEX,1390,ESSEX CO VOC-TECH,080,WEST CALDWELL TECH,S,84.44%,88.89%,91.30%,75.47%
13,ESSEX,1390,ESSEX CO VOC-TECH,999,Districtwide Total,D,95.64%,95.62%,95.21%,90.89%
13,ESSEX,1750,GLEN RIDGE BORO,050,GLEN RIDGE HIGH SCHOOL,S,97.32%,97.18%,96.67%,95.16%
13,ESSEX,1750,GLEN RIDGE BORO,999,Districtwide Total,D,97.32%,97.18%,96.67%,95.16%
13,ESSEX,2330,IRVINGTON TOWNSHIP,050,IRVINGTON HIGH SCHOOL,S,62.31%,60.30%,62.47%,50.47%
13,ESSEX,2330,IRVINGTON TOWNSHIP,999,Districtwide Total,D,62.31%,60.30%,62.47%,50.47%
13,ESSEX,2730,LIVINGSTON TWP,050,LIVINGSTON HIGH SCHOOL,S,97.85%,96.04%,98.28%,97.81%
13,ESSEX,2730,LIVINGSTON TWP,999,Districtwide Total,D,97.85%,96.04%,98.28%,97.81%
13,ESSEX,3190,MILLBURN TWP,050,MILLBURN HIGH SCHOOL,S,99.51%,98.60%,97.97%,98.72%
13,ESSEX,3190,MILLBURN TWP,999,Districtwide Total,D,99.51%,98.60%,97.97%,98.72%
13,ESSEX,3310,MONTCLAIR TOWN,050,MONTCLAIR HIGH SCHOOL,S,91.13%,90.49%,92.49%,88.98%
13,ESSEX,3310,MONTCLAIR TOWN,999,Districtwide Total,D,91.13%,90.49%,92.49%,88.98%
13,ESSEX,3570,NEWARK CITY,010,ARTS HIGH SCHOOL,S,96.97%,95.21%,95.49%,93.91%
13,ESSEX,3570,NEWARK CITY,020,BARRINGER HIGH SCHOOL,S,52.35%,48.89%,52.25%,35.91%
13,ESSEX,3570,NEWARK CITY,030,CENTRAL HIGH SCHOOL,S,80.95%,80.08%,76.68%,82.61%
13,ESSEX,3570,NEWARK CITY,040,EAST SIDE HIGH SCHOOL,S,75.00%,73.02%,76.06%,75.83%
13,ESSEX,3570,NEWARK CITY,045,NEWARK VOCATIONAL HIGH SCHOOL,S,48.05%,75.31%,88.41%,78.57%
13,ESSEX,3570,NEWARK CITY,050,MALCOLM X SHABAZZ HIGH SCHOOL,S,64.25%,70.51%,72.58%,63.66%
13,ESSEX,3570,NEWARK CITY,055,SCIENCE PARK HIGH SCHOOL,S,100.00%,99.38%,97.66%,95.41%
13,ESSEX,3570,NEWARK CITY,056,TECHNOLOGY HIGH SCHOOL,S,93.58%,92.62%,94.40%,92.31%
13,ESSEX,3570,NEWARK CITY,057,UNIVERSITY HIGH SCHOOL,S,92.41%,93.04%,97.35%,92.68%
13,ESSEX,3570,NEWARK CITY,070,WEEQUAHIC HIGH SCHOOL,S,67.05%,64.46%,74.88%,78.28%
13,ESSEX,3570,NEWARK CITY,080,WEST SIDE HIGH SCOOL,S,59.62%,65.47%,60.57%,53.71%
13,ESSEX,3570,NEWARK CITY,087,AMERICAN HISTORY HIGH SCHOOL,S,90.24%,91.04%,96.61%,94.83%
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,S,10.00%,21.57%,8.33%,
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,S,-,96.55%,,
13,ESSEX,3570,NEWARK CITY,305,NEWARK BRIDGES HIGH SCHOOL: A DIPLOMA PLUS SCHOOL,S,65.06%,54.55%,47.37%,
13,ESSEX,3570,NEWARK CITY,999,Districtwide Total,D,68.63%,67.70%,68.72%,61.26%
13,ESSEX,3750,NUTLEY TOWN,050,NUTLEY HIGH SCHOOL,S,92.81%,95.36%,95.61%,94.97%
13,ESSEX,3750,NUTLEY TOWN,999,Districtwide Total,D,92.81%,95.36%,95.61%,94.97%
13,ESSEX,3880,CITY OF ORANGE TWP,050,ORANGE HIGH SCHOOL,S,86.17%,79.59%,66.67%,58.28%
13,ESSEX,3880,CITY OF ORANGE TWP,999,Districtwide Total,D,86.17%,79.59%,66.67%,58.28%
13,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,030,COLUMBIA HIGH SCHOOL,S,92.95%,89.58%,85.34%,91.90%
13,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,999,Districtwide Total,D,92.95%,89.58%,85.34%,91.90%
13,ESSEX,5370,VERONA BORO,050,VERONA HIGH SCHOOL,S,98.72%,98.62%,95.00%,99.35%
13,ESSEX,5370,VERONA BORO,999,Districtwide Total,D,98.72%,98.62%,95.00%,99.35%
13,ESSEX,5630,WEST ESSEX REGIONAL,050,WEST ESSEX HIGH SCHOOL,S,97.43%,97.68%,97.13%,98.13%
13,ESSEX,5630,WEST ESSEX REGIONAL,999,Districtwide Total,D,97.43%,97.68%,97.13%,98.13%
13,ESSEX,5680,WEST ORANGE TOWN,050,WEST ORANGE HIGH SCHOOL,S,85.16%,86.42%,85.59%,83.84%
13,ESSEX,5680,WEST ORANGE TOWN,999,Districtwide Total,D,85.16%,86.42%,85.59%,83.84%
15,GLOUCESTER,0860,CLAYTON BORO,030,CLAYTON HIGH SCHOOL,S,82.98%,85.23%,80.90%,87.10%
15,GLOUCESTER,0860,CLAYTON BORO,999,Districtwide Total,D,82.98%,85.23%,80.90%,87.10%
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,020,CLEARVIEW REGIONAL HIGH SCHOOL,S,94.98%,94.26%,95.06%,93.68%
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,999,Districtwide Total,D,94.98%,94.26%,95.06%,93.68%
15,GLOUCESTER,1100,DEPTFORD TWP,040,DEPTFORD TOWNSHIP HIGH SCHOOL,S,85.29%,81.62%,83.40%,82.82%
15,GLOUCESTER,1100,DEPTFORD TWP,999,Districtwide Total,D,85.29%,81.62%,83.40%,82.82%
15,GLOUCESTER,1715,GATEWAY REGIONAL,050,GATEWAY REGIONAL HIGH SCHOOL,S,85.71%,91.50%,87.04%,93.24%
15,GLOUCESTER,1715,GATEWAY REGIONAL,999,Districtwide Total,D,85.71%,91.50%,87.04%,93.24%
15,GLOUCESTER,1730,GLASSBORO,050,GLASSBORO HIGH SCHOOL,S,92.00%,91.39%,88.27%,83.65%
15,GLOUCESTER,1730,GLASSBORO,999,Districtwide Total,D,92.00%,91.39%,88.27%,83.65%
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,010,GLOUCESTER COUNTY INSTITUTE OF TECHNOLOGY,S,97.74%,99.55%,96.30%,95.34%
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,999,Districtwide Total,D,97.74%,99.55%,96.30%,95.34%
15,GLOUCESTER,2440,KINGSWAY REGIONAL,050,KINGSWAY REGIONAL HIGH SCHOOL,S,95.15%,94.39%,94.33%,96.52%
15,GLOUCESTER,2440,KINGSWAY REGIONAL,999,Districtwide Total,D,95.15%,94.39%,94.33%,96.52%
15,GLOUCESTER,3280,MONROE TWP,050,WILLIAMSTOWN HIGH SCHOOL,S,87.22%,86.50%,83.87%,84.14%
15,GLOUCESTER,3280,MONROE TWP,999,Districtwide Total,D,87.22%,86.50%,83.87%,84.14%
15,GLOUCESTER,4020,PAULSBORO BORO,050,PAULSBORO HIGH SCHOOL,S,83.84%,77.42%,72.07%,62.16%
15,GLOUCESTER,4020,PAULSBORO BORO,999,Districtwide Total,D,83.84%,77.42%,72.07%,62.16%
15,GLOUCESTER,4140,PITMAN BORO,050,PITMAN HIGH SCHOOL,S,94.64%,89.60%,90.83%,84.62%
15,GLOUCESTER,4140,PITMAN BORO,999,Districtwide Total,D,94.64%,89.60%,90.83%,84.62%
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,050,DELSEA REGIONAL HIGH SCHOOL,S,90.54%,91.10%,91.14%,93.23%
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,999,Districtwide Total,D,90.54%,91.10%,91.14%,93.23%
15,GLOUCESTER,5500,WASHINGTON TWP,010,WASHINGTON TOWNSHIP HIGH SCHOOL,S,92.31%,93.70%,93.42%,93.91%
15,GLOUCESTER,5500,WASHINGTON TWP,999,Districtwide Total,D,92.31%,93.70%,93.42%,93.91%
15,GLOUCESTER,5620,WEST DEPTFORD TWP,050,WEST DEPTFORD HIGH SCHOOL,S,91.33%,92.77%,84.86%,89.29%
15,GLOUCESTER,5620,WEST DEPTFORD TWP,999,Districtwide Total,D,91.33%,92.77%,84.86%,89.29%
15,GLOUCESTER,5860,WOODBURY CITY,050,WOODBURY JR-SR HIGH SCHOOL,S,86.18%,84.68%,89.57%,82.17%
15,GLOUCESTER,5860,WOODBURY CITY,999,Districtwide Total,D,86.18%,84.68%,89.57%,82.17%
17,HUDSON,0220,BAYONNE CITY,020,BAYONNE HIGH SCHOOL,S,81.58%,82.23%,79.22%,78.53%
17,HUDSON,0220,BAYONNE CITY,999,Districtwide Total,D,81.58%,82.23%,79.22%,78.53%
17,HUDSON,2060,HARRISON TOWN,050,HARRISON HIGH SCHOOL,S,90.48%,91.44%,92.70%,92.44%
17,HUDSON,2060,HARRISON TOWN,999,Districtwide Total,D,90.48%,91.44%,92.70%,92.44%
17,HUDSON,2210,HOBOKEN CITY,005,HOBOKEN JUNIOR SENIOR HIGH SCHOOL,S,86.78%,85.43%,74.53%,81.99%
17,HUDSON,2210,HOBOKEN CITY,999,Districtwide Total,D,86.78%,85.43%,74.53%,81.99%
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,030,COUNTY PREP HIGH SCHOOL,S,100.00%,100.00%,100.00%,98.34%
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,050,HIGH TECH HIGH SCHOOL,S,99.36%,100.00%,98.60%,98.65%
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,301,KNOWLEDGE ADVANCED SKILLS,S,37.50%,45.00%,,
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,304,ACADEMY OF TECHNOLOGY DESIGN,S,-,95.45%,,
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,999,Districtwide Total,D,77.66%,76.70%,99.28%,98.48%
17,HUDSON,2390,JERSEY CITY,002,INFINITY INSTITUTE,S,-,,,
17,HUDSON,2390,JERSEY CITY,050,HENRY SNYDER HIGH SCHOOL,S,41.84%,52.79%,51.22%,51.58%
17,HUDSON,2390,JERSEY CITY,060,JAMES J FERRIS HIGH SCHOOL,S,66.67%,73.38%,72.93%,83.11%
17,HUDSON,2390,JERSEY CITY,070,LINCOLN HIGH SCHOOL,S,55.08%,62.06%,49.64%,55.39%
17,HUDSON,2390,JERSEY CITY,075,DR RONALD MCNAIR HIGH SCHOOL,S,98.73%,100.00%,99.42%,99.36%
17,HUDSON,2390,JERSEY CITY,080,WILLIAM L DICKINSON HIGH SCHOOL,S,73.01%,61.97%,69.22%,69.96%
17,HUDSON,2390,JERSEY CITY,082,LIBERTY HIGH SCHOOL,S,89.58%,84.31%,81.25%,74.00%
17,HUDSON,2390,JERSEY CITY,999,Districtwide Total,D,67.15%,67.46%,67.34%,69.92%
17,HUDSON,2410,KEARNY TOWN,050,KEARNY HIGH SCHOOL,S,92.41%,88.04%,83.58%,88.45%
17,HUDSON,2410,KEARNY TOWN,999,Districtwide Total,D,92.41%,88.04%,83.58%,88.45%
17,HUDSON,3610,NORTH BERGEN TWP,050,NORTH BERGEN HIGH SCHOOL,S,84.18%,85.24%,82.87%,86.17%
17,HUDSON,3610,NORTH BERGEN TWP,999,Districtwide Total,D,84.18%,85.24%,82.87%,86.17%
17,HUDSON,4730,SECAUCUS TOWN,050,SECAUCUS HIGH SCHOOL,S,93.88%,95.73%,97.06%,93.37%
17,HUDSON,4730,SECAUCUS TOWN,999,Districtwide Total,D,93.88%,95.73%,97.06%,93.37%
17,HUDSON,5240,UNION CITY,055,UNION CITY HIGH SCHOOL,S,80.63%,79.17%,82.87%,89.46%
17,HUDSON,5240,UNION CITY,999,Districtwide Total,D,80.63%,79.17%,82.87%,89.46%
17,HUDSON,5580,WEEHAWKEN TWP,050,WEEHAWKEN HIGH SCHOOL,S,81.33%,90.70%,86.75%,85.37%
17,HUDSON,5580,WEEHAWKEN TWP,999,Districtwide Total,D,81.33%,90.70%,86.75%,85.37%
17,HUDSON,5670,WEST NEW YORK TOWN,050,MEMORIAL HIGH SCHOOL,S,84.58%,78.35%,76.14%,72.77%
17,HUDSON,5670,WEST NEW YORK TOWN,999,Districtwide Total,D,84.58%,78.35%,76.14%,72.77%
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,040,DELAWARE VALLEY REGIONAL HIGH SCHOOL DISTRICT,S,96.53%,92.62%,91.74%,94.83%
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,999,Districtwide Total,D,96.53%,92.62%,91.74%,94.83%
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,050,HUNTERDON CENTRAL REGIONAL HIGH SCHOOL,S,95.04%,94.78%,93.98%,94.33%
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,999,Districtwide Total,D,95.04%,94.78%,93.98%,94.33%
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,050,NORTH HUNTERDON HIGH SCHOOL,S,96.96%,95.18%,97.04%,98.12%
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,060,VOORHEES HIGH SCHOOL,S,95.62%,96.86%,95.79%,91.00%
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,999,Districtwide Total,D,96.41%,95.83%,96.57%,95.31%
19,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,050,SOUTH HUNTERDON REGIONAL HIGH SCHOOL,S,96.36%,92.16%,98.21%,100.00%
19,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,999,Districtwide Total,D,96.36%,92.16%,98.21%,100.00%
21,MERCER,1245,EAST WINDSOR REGIONAL,050,HIGHTSTOWN HIGH SCHOOL,S,87.64%,93.25%,85.30%,84.40%
21,MERCER,1245,EAST WINDSOR REGIONAL,999,Districtwide Total,D,87.64%,93.25%,85.30%,84.40%
21,MERCER,1430,EWING TWP,050,EWING HIGH SCHOOL,S,91.45%,82.32%,83.57%,85.67%
21,MERCER,1430,EWING TWP,999,Districtwide Total,D,91.45%,82.32%,83.57%,85.67%
21,MERCER,1950,HAMILTON TWP,050,HAMILTON EAST - STEINERT,S,94.16%,93.45%,92.76%,95.17%
21,MERCER,1950,HAMILTON TWP,055,HAMILTON NORTH-NOTTINGHAM,S,87.53%,85.29%,86.61%,86.93%
21,MERCER,1950,HAMILTON TWP,060,HAMILTON WEST-WATSON,S,88.70%,85.84%,85.16%,90.83%
21,MERCER,1950,HAMILTON TWP,999,Districtwide Total,D,90.19%,88.46%,88.53%,91.05%
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,S,97.32%,95.67%,96.39%,95.95%
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,999,Districtwide Total,D,97.32%,95.67%,96.39%,95.95%
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,S,90.91%,91.36%,88.06%,90.60%
21,MERCER,2580,LAWRENCE TWP,999,Districtwide Total,D,90.91%,91.36%,88.06%,90.60%
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,S,95.47%,92.52%,94.79%,92.71%
21,MERCER,4255,PRINCETON REGIONAL,999,Districtwide Total,D,95.47%,92.52%,94.79%,92.71%
21,MERCER,5210,TRENTON CITY,030,DAYLIGHT/TWILIGHT HIGH SCHOOL,S,14.29%,21.31%,7.69%,12.89%
21,MERCER,5210,TRENTON CITY,050,TRENTON CENTRAL HIGH SCHOOL - MAIN CAMPUS,S,67.23%,51.36%,59.29%,54.80%
21,MERCER,5210,TRENTON CITY,051,TRENTON CENTRAL HIGH SCHOOL - WEST CAMPUS,S,83.80%,78.36%,80.00%,71.32%
21,MERCER,5210,TRENTON CITY,999,Districtwide Total,D,52.95%,48.55%,48.44%,47.71%
21,MERCER,5510,ROBBINSVILLE TWP,030,ROBBINSVILLE HIGH SCHOOL,S,96.48%,98.60%,95.41%,99.39%
21,MERCER,5510,ROBBINSVILLE TWP,999,Districtwide Total,D,96.48%,98.60%,95.41%,99.39%
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,020,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,S,96.85%,95.96%,96.17%,98.05%
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,S,97.26%,95.84%,94.50%,96.05%
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,999,Districtwide Total,D,97.06%,95.90%,95.33%,97.12%
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,S,86.71%,83.50%,77.78%,82.04%
23,MIDDLESEX,0750,CARTERET BORO,999,Districtwide Total,D,86.71%,83.50%,77.78%,82.04%
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,S,87.64%,93.98%,91.14%,90.41%
23,MIDDLESEX,1140,DUNELLEN BORO,999,Districtwide Total,D,87.64%,93.98%,91.14%,90.41%
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,S,96.59%,96.43%,95.57%,97.44%
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,999,Districtwide Total,D,96.59%,96.43%,95.57%,97.44%
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,S,90.51%,90.22%,90.64%,85.88%
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,S,97.50%,97.29%,96.02%,91.24%
23,MIDDLESEX,1290,EDISON TWP,999,Districtwide Total,D,94.18%,93.90%,93.31%,88.79%
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,S,90.27%,94.44%,92.59%,88.29%
23,MIDDLESEX,2150,HIGHLAND PARK BORO,999,Districtwide Total,D,90.27%,94.44%,92.59%,88.29%
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,S,94.83%,93.71%,96.36%,95.21%
23,MIDDLESEX,3120,METUCHEN BORO,999,Districtwide Total,D,94.83%,93.71%,96.36%,95.21%
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,S,88.51%,95.29%,89.09%,91.53%
23,MIDDLESEX,3140,MIDDLESEX BORO,999,Districtwide Total,D,88.51%,95.29%,89.09%,91.53%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,S,97.67%,100.00%,100.00%,97.44%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,S,90.00%,90.36%,85.39%,77.70%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,S,98.53%,90.28%,93.24%,89.04%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,S,88.89%,76.47%,82.42%,70.75%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,S,100.00%,100.00%,94.44%,86.84%
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,S,90.38%,84.85%,93.02%,
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,S,93.48%,89.06%,94.44%,
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,999,Districtwide Total,D,93.43%,89.84%,90.02%,79.78%
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,S,94.46%,95.58%,94.09%,95.56%
23,MIDDLESEX,3290,MONROE TWP,999,Districtwide Total,D,94.46%,95.58%,94.09%,95.56%
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,S,62.98%,60.73%,58.57%,58.76%
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,999,Districtwide Total,D,62.98%,60.73%,58.57%,58.76%
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,S,88.79%,88.81%,88.74%,90.24%
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,999,Districtwide Total,D,88.79%,88.81%,88.74%,90.24%
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,S,94.10%,92.35%,93.27%,94.78%
23,MIDDLESEX,3845,OLD BRIDGE TWP,999,Districtwide Total,D,94.10%,92.35%,93.27%,94.78%
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,S,59.73%,58.97%,72.87%,83.02%
23,MIDDLESEX,4090,PERTH AMBOY CITY,999,Districtwide Total,D,59.73%,58.97%,72.87%,83.02%
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,S,89.27%,91.79%,89.90%,88.25%
23,MIDDLESEX,4130,PISCATAWAY TWP,999,Districtwide Total,D,89.27%,91.79%,89.90%,88.25%
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,S,90.02%,91.20%,91.24%,89.02%
23,MIDDLESEX,4660,SAYREVILLE BORO,999,Districtwide Total,D,90.02%,91.20%,91.24%,89.02%
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,S,91.11%,86.02%,86.79%,88.46%
23,MIDDLESEX,4830,SOUTH AMBOY CITY,999,Districtwide Total,D,91.11%,86.02%,86.79%,88.46%
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,S,95.56%,95.86%,95.04%,95.27%
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,999,Districtwide Total,D,95.56%,95.86%,95.04%,95.27%
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,050,SOUTH PLAINFIELD HIGH SCHOOL,S,94.16%,92.67%,94.19%,93.29%
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,999,Districtwide Total,D,94.16%,92.67%,94.19%,93.29%
23,MIDDLESEX,4920,SOUTH RIVER BORO,050,SOUTH RIVER HIGH SCHOOL,S,90.12%,79.88%,83.05%,89.77%
23,MIDDLESEX,4920,SOUTH RIVER BORO,999,Districtwide Total,D,90.12%,79.88%,83.05%,89.77%
23,MIDDLESEX,4970,SPOTSWOOD BORO,040,SPOTSWOOD HIGH SCHOOL,S,93.47%,94.76%,88.40%,95.07%
23,MIDDLESEX,4970,SPOTSWOOD BORO,999,Districtwide Total,D,93.47%,94.76%,88.40%,95.07%
23,MIDDLESEX,5850,WOODBRIDGE TWP,020,COLONIA HIGH SCHOOL,S,94.01%,93.25%,92.96%,90.50%
23,MIDDLESEX,5850,WOODBRIDGE TWP,040,JOHN F. KENNEDY HIGH SCHOOL,S,96.09%,95.50%,94.05%,95.48%
23,MIDDLESEX,5850,WOODBRIDGE TWP,050,WOODBRIDGE HIGH SCHOOL,S,88.56%,89.54%,93.44%,91.33%
23,MIDDLESEX,5850,WOODBRIDGE TWP,999,Districtwide Total,D,92.82%,92.78%,93.47%,92.29%
25,MONMOUTH,0100,ASBURY PARK CITY,010,ASBURY PARK HIGH SCHOOL,S,49.26%,50.69%,49.02%,59.46%
25,MONMOUTH,0100,ASBURY PARK CITY,999,Districtwide Total,D,49.26%,50.69%,49.02%,59.46%
25,MONMOUTH,1650,FREEHOLD REGIONAL,010,COLTS NECK HIGH SCHOOL,S,96.67%,94.09%,94.44%,94.74%
25,MONMOUTH,1650,FREEHOLD REGIONAL,050,FREEHOLD BOROUGH HIGH SCHOOL,S,92.82%,93.46%,93.57%,90.96%
25,MONMOUTH,1650,FREEHOLD REGIONAL,055,FREEHOLD TOWNSHIP HIGH SCHOOL,S,95.43%,96.24%,94.07%,93.68%
25,MONMOUTH,1650,FREEHOLD REGIONAL,060,HOWELL HIGH SCHOOL,S,97.09%,95.57%,96.39%,96.18%
25,MONMOUTH,1650,FREEHOLD REGIONAL,070,MANALAPAN HIGH SCHOOL,S,97.06%,95.01%,96.96%,96.66%
25,MONMOUTH,1650,FREEHOLD REGIONAL,080,MARLBORO HIGH SCHOOL,S,97.80%,99.18%,97.81%,97.24%
25,MONMOUTH,1650,FREEHOLD REGIONAL,999,Districtwide Total,D,96.23%,95.72%,95.71%,95.18%
25,MONMOUTH,2105,HAZLET TWP,050,RARITAN HIGH SCHOOL,S,97.71%,95.77%,98.36%,97.05%
25,MONMOUTH,2105,HAZLET TWP,999,Districtwide Total,D,97.71%,95.77%,98.36%,97.05%
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,050,HENRY HUDSON REGIONAL SCHOOL,S,85.48%,93.75%,91.18%,89.89%
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,999,Districtwide Total,D,85.48%,93.75%,91.18%,89.89%
25,MONMOUTH,2230,HOLMDEL TWP,020,HOLMDEL HIGH SCHOOL,S,98.17%,95.62%,97.55%,99.26%
25,MONMOUTH,2230,HOLMDEL TWP,999,Districtwide Total,D,98.17%,95.62%,97.55%,99.26%
25,MONMOUTH,2400,KEANSBURG BORO,010,KEANSBURG HIGH SCHOOL,S,80.41%,76.11%,78.07%,82.84%
25,MONMOUTH,2400,KEANSBURG BORO,999,Districtwide Total,D,80.41%,76.11%,78.07%,82.84%
25,MONMOUTH,2430,KEYPORT BORO,050,KEYPORT HIGH SCHOOL,S,80.67%,84.55%,77.69%,85.95%
25,MONMOUTH,2430,KEYPORT BORO,999,Districtwide Total,D,80.67%,84.55%,77.69%,85.95%
25,MONMOUTH,2770,LONG BRANCH CITY,050,LONG BRANCH HIGH SCHOOL,S,94.42%,91.55%,85.48%,83.12%
25,MONMOUTH,2770,LONG BRANCH CITY,999,Districtwide Total,D,94.42%,91.55%,85.48%,83.12%
25,MONMOUTH,2930,MANASQUAN BORO,050,MANASQUAN HIGH SCHOOL,S,91.34%,89.80%,91.79%,91.89%
25,MONMOUTH,2930,MANASQUAN BORO,999,Districtwide Total,D,91.34%,89.80%,91.79%,91.89%
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,050,MATAWAN REGIONAL HIGH SCHOOL,S,91.06%,91.04%,91.25%,89.10%
